,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,Rank,Value
939,Colas,Gabbitas,Male,98,1946-09-09,Retail,High Net Worth,N,No,20,3094 Elka Place,2166,NSW,Australia,9,939,0.4675
940,Claudetta,Ricciardiello,Female,61,1974-04-30,Financial Services,Mass Customer,N,Yes,21,31 Schurz Parkway,3181,VIC,Australia,8,939,0.4675
941,Angele,Cadore,Female,5,1954-09-06,,Mass Customer,N,Yes,7,85894 Amoth Court,4125,QLD,Australia,7,939,0.4675
942,Cicily,Hast,Female,63,1971-04-26,Health,Affluent Customer,N,Yes,8,955 Burning Wood Way,2478,NSW,Australia,3,939,0.4675
943,Harland,Messenger,Male,90,1974-05-28,Retail,Mass Customer,N,No,8,27 Crownhardt Center,3934,VIC,Australia,10,944,0.46
944,Sim,Constantinou,Male,91,1992-08-09,Property,Mass Customer,N,No,5,41002 Loomis Park,2010,NSW,Australia,9,944,0.46
945,Shanon,Rolfe,Female,63,1941-08-19,Retail,High Net Worth,N,No,8,10 Cottonwood Point,2530,NSW,Australia,7,944,0.46
946,Chryste,Oddboy,Female,44,1988-08-22,Manufacturing,High Net Worth,N,Yes,4,2115 Maryland Alley,2320,NSW,Australia,9,947,0.459
947,Edin,Patinkin,Female,35,1992-03-26,Health,Mass Customer,N,No,17,6 Milwaukee Hill,3015,VIC,Australia,4,948,0.456875
948,Nolly,Ivanchikov,Male,13,1994-02-10,Manufacturing,High Net Worth,N,Yes,11,6792 Kropf Hill,2049,NSW,Australia,11,948,0.456875
949,Michele,Pammenter,Male,23,1983-06-26,Health,High Net Worth,N,No,2,37 Mesta Road,3198,VIC,Australia,8,948,0.456875
950,Liane,Abelevitz,Female,26,1976-11-25,,Mass Customer,N,No,3,85340 Hovde Way,3153,VIC,Australia,7,951,0.4505
951,Philbert,Bangs,Male,67,1966-03-03,IT,Mass Customer,N,Yes,6,02643 Moose Court,4500,QLD,Australia,7,951,0.4505
952,Candy,LN_unkown,Female,23,1977-12-08,Financial Services,Mass Customer,N,No,6,59252 Maryland Drive,3500,VIC,Australia,3,951,0.4505
953,Noami,Cokly,Female,74,1962-09-17,Manufacturing,Mass Customer,N,Yes,15,2886 Buena Vista Terrace,2038,NSW,Australia,11,954,0.45
954,Lyndell,Jereatt,Female,14,1994-11-28,,High Net Worth,N,No,13,58770 Monterey Plaza,2122,NSW,Australia,12,954,0.45
955,Maximilien,Bourget,Male,12,1969-04-29,Financial Services,Mass Customer,N,Yes,6,2941 Loftsgordon Hill,3337,VIC,Australia,7,956,0.44625
956,Benedikta,Naptin,Female,59,1995-08-13,Retail,Mass Customer,N,Yes,15,345 Fieldstone Park,2121,NSW,Australia,11,956,0.44625
957,Rhodie,Gaskall,Female,83,1964-02-01,,Mass Customer,N,Yes,9,251 Pierstorff Alley,4170,QLD,Australia,9,956,0.44625
958,Afton,Andrassy,Female,78,1998-10-14,Retail,Mass Customer,N,No,7,220 Cody Alley,3075,VIC,Australia,8,956,0.44625
959,Blondell,Dibdall,Female,62,1967-01-03,,Mass Customer,N,No,4,34 Bunting Pass,3048,VIC,Australia,4,960,0.442
960,Sonia,Dunstall,Female,0,1975-07-30,Financial Services,Mass Customer,N,No,10,99 Park Meadow Hill,2570,NSW,Australia,9,960,0.442
961,Benedikt,Adamou,Male,15,1987-01-15,Health,Mass Customer,N,No,11,4 Bluestem Pass,3564,VIC,Australia,3,960,0.442
962,Don,Spratling,Male,82,1969-01-05,Property,Affluent Customer,N,Yes,7,078 Erie Point,2760,NSW,Australia,10,963,0.44
963,Moll,Ogilby,Female,25,1980-12-19,Manufacturing,Mass Customer,N,Yes,13,6 Hansons Crossing,4123,QLD,Australia,6,963,0.44
964,Jammie,Seldner,Female,42,1975-02-25,Health,Mass Customer,N,Yes,15,8 Saint Paul Junction,2066,NSW,Australia,10,963,0.44
965,Inglis,Pickaver,Male,33,1994-06-25,Telecommunications,Affluent Customer,N,No,1,14067 Armistice Plaza,2770,NSW,Australia,8,963,0.44
966,Clarabelle,Broschek,Female,6,1963-08-25,Manufacturing,Mass Customer,N,No,18,8491 Pennsylvania Crossing,4035,QLD,Australia,6,967,0.4356249999999999
967,Tillie,Bisseker,Female,74,1960-08-10,Manufacturing,High Net Worth,N,No,14,59208 Barnett Avenue,2104,NSW,Australia,12,967,0.4356249999999999
968,Irving,Babcock,Male,60,1986-01-17,Health,High Net Worth,N,Yes,15,36 Killdeer Crossing,2705,NSW,Australia,1,967,0.4356249999999999
969,Evered,Gludor,Male,3,1951-04-30,Manufacturing,High Net Worth,N,Yes,15,305 Sloan Junction,2168,NSW,Australia,8,967,0.4356249999999999
970,Mavra,Finan,Female,30,1967-08-23,Property,Affluent Customer,N,Yes,4,88 Shopko Way,2034,NSW,Australia,9,967,0.4356249999999999
971,Frieda,Tavinor,Female,43,1999-03-04,,Affluent Customer,N,No,10,7 Mallory Lane,3064,VIC,Australia,6,972,0.43
972,Ellwood,Budden,Male,82,1998-06-03,Health,Mass Customer,N,Yes,11,79907 Randy Center,2192,NSW,Australia,10,972,0.43
973,Alex,Patshull,Female,37,1966-01-02,Retail,Mass Customer,N,Yes,13,446 High Crossing Way,4165,QLD,Australia,5,974,0.425
974,Aundrea,Outridge,Female,77,2001-01-24,Financial Services,Affluent Customer,N,Yes,10,1530 Columbus Lane,3186,VIC,Australia,12,974,0.425
975,Amby,Bodega,Male,63,1968-06-12,,Affluent Customer,N,Yes,17,669 Declaration Street,3810,VIC,Australia,6,974,0.425
976,Esme,Pilipets,Male,15,1967-05-06,Health,Mass Customer,N,Yes,5,9 Ruskin Way,3228,VIC,Australia,9,977,0.42
977,Beverly,Domnick,Female,56,1938-12-10,IT,Mass Customer,N,No,9,8 Burning Wood Junction,2232,NSW,Australia,10,977,0.42
978,Artemis,Swanson,Male,77,1977-02-12,Argiculture,Mass Customer,N,Yes,13,5 Melvin Park,3810,VIC,Australia,5,979,0.4165
979,Daryle,Marginson,Male,93,1986-06-27,Argiculture,Mass Customer,N,Yes,9,21316 Ohio Place,2121,NSW,Australia,12,979,0.4165
980,Tyne,Anshell,Female,71,1992-04-08,,Mass Customer,N,Yes,3,93 Sutherland Terrace,2560,NSW,Australia,8,979,0.4165
981,Leona,Shorrock,Female,83,1951-08-23,Financial Services,Affluent Customer,N,Yes,22,1560 Grim Avenue,4720,QLD,Australia,1,979,0.4165
982,Bertrando,Carass,Male,45,1956-06-25,Property,Mass Customer,N,No,8,1 Quincy Road,2565,NSW,Australia,5,983,0.41
983,Augusta,Munns,Female,5,1951-09-17,,Mass Customer,N,No,21,607 Memorial Avenue,2074,NSW,Australia,11,983,0.41
984,Pauline,Dallosso,U,82,1971-04-20,IT,Affluent Customer,N,Yes,0,9594 Badeau Street,2050,NSW,Australia,10,985,0.408
985,Lauralee,Fudge,Female,83,1987-09-21,Health,Mass Customer,N,No,15,9460 Monument Park,3277,VIC,Australia,4,985,0.408
986,Consalve,Ballay,Male,41,1959-09-18,IT,Mass Customer,N,Yes,7,72 Village Terrace,2250,NSW,Australia,8,987,0.4
987,Lolly,Prewer,Female,44,1997-10-23,Health,Mass Customer,N,No,15,694 Coolidge Center,2620,NSW,Australia,7,988,0.3995
988,Vyky,Pegg,Female,64,1943-03-15,Manufacturing,Mass Customer,N,Yes,11,31854 Anniversary Terrace,2322,NSW,Australia,7,988,0.3995
989,Kellen,Pawelski,Female,83,1945-07-26,Manufacturing,High Net Worth,N,Yes,11,125 Manufacturers Parkway,2193,NSW,Australia,8,988,0.3995
990,Jermaine,Bagshawe,Female,60,1954-05-14,Property,Mass Customer,N,Yes,9,260 Briar Crest Drive,4209,QLD,Australia,6,988,0.3995
991,Bryan,Jachtym,Male,59,1974-05-15,Manufacturing,Mass Customer,N,Yes,15,56 Moland Crossing,3356,VIC,Australia,3,988,0.3995
992,Renie,Laundon,Female,32,1973-12-18,Entertainment,Mass Customer,N,Yes,8,1 Shelley Pass,4118,QLD,Australia,3,993,0.391
993,Weidar,Etheridge,Male,38,1959-07-13,Financial Services,Mass Customer,N,Yes,6,0535 Jay Point,2422,NSW,Australia,4,994,0.3825
994,Datha,Fishburn,Female,15,1990-07-02,Retail,Mass Customer,N,No,3,6 Caliangt Way,3079,VIC,Australia,12,994,0.3825
995,Ferdinand,Romanetti,Male,60,1959-10-07,Financial Services,Affluent Customer,N,No,9,2 Sloan Way,2200,NSW,Australia,7,996,0.374
996,Burk,Wortley,Male,22,2001-10-17,Health,Mass Customer,N,No,6,04 Union Crossing,2196,NSW,Australia,10,997,0.357
997,Melloney,Temby,Female,17,1954-10-05,Financial Services,Affluent Customer,N,Yes,15,33475 Fair Oaks Junction,4702,QLD,Australia,2,997,0.357
998,Dickie,Cubbini,Male,30,1952-12-17,Financial Services,Mass Customer,N,Yes,19,57666 Victoria Way,4215,QLD,Australia,2,997,0.357
999,Sylas,Duffill,Male,56,1955-10-02,Property,Mass Customer,N,Yes,14,21875 Grover Drive,2010,NSW,Australia,9,1000,0.34
